title,snippet,link
NAS-FCOS: Fast neural architecture search for object detection,"… neural networks relies on significant architecture engineering. Recently neural architecture search … design by automatically searching for optimal architectures, although typically such al…",http://openaccess.thecvf.com/content_CVPR_2020/papers/Wang_NAS-FCOS_Fast_Neural_Architecture_Search_for_Object_Detection_CVPR_2020_paper.pdf
Autogan: Neural architecture search for generative adversarial networks,… guiding the GAN search process. This paper presents an architecture search scheme specifically … Our technical innovations are summarized as follows: • We define the search space to …,https://openaccess.thecvf.com/content_ICCV_2019/papers/Gong_AutoGAN_Neural_Architecture_Search_for_Generative_Adversarial_Networks_ICCV_2019_paper.pdf
Auto-deeplab: Hierarchical neural architecture search for semantic image segmentation,"… In this work, we apply neural architecture search … In this paper, we present one of the first attempts to extend Neural Architecture Search beyond image classification to dense image …",https://openaccess.thecvf.com/content_CVPR_2019/papers/Liu_Auto-DeepLab_Hierarchical_Neural_Architecture_Search_for_Semantic_Image_Segmentation_CVPR_2019_paper.pdf
Hierarchical neural architecture search for deep stereo matching,"… To reduce the human efforts in neural network design, Neural Architecture Search (NAS) has been applied with remarkable success to various high-level vision tasks such as …",https://proceedings.neurips.cc/paper/2020/file/fc146be0b230d7e0a92e66a6114b840d-Paper.pdf
Neural architecture search for transformers: A survey,"… Neural Architecture Search techniques, targeting the Transformer model and its family of architectures … state-of-theart Neural Architecture Search methods and explore future directions …",https://ieeexplore.ieee.org/iel7/6287639/6514899/09913476.pdf
Efficient automation of neural network design: A survey on differentiable neural architecture search,"… Diferentiable Neural Architecture Search (… NEURAL ARCHITECTURE SEARCH In the literature, handcrafted approaches have irst been used to ind optimal Deep Learning architectures…",https://arxiv.org/pdf/2304.05405
Hyper-parameter optimization: A review of algorithms and applications,"… The paper concludes with problems that exist when HPO is applied to deep learning, a comparison between optimization algorithms, and prominent approaches for model evaluation …",https://arxiv.org/pdf/2003.05689
Efficient hyperparameter optimization in deep learning using a variable length genetic algorithm,… Those who rely on automatic hyperparameter optimization tools usually do not have that … variable length genetic algorithm for deep learning hyperparameter optimization. It starts from a …,https://arxiv.org/pdf/2006.12703
On hyperparameter optimization of machine learning algorithms: Theory and practice,"… Since all neural network models have an input layer and an output layer, the complexity of a deep learning model mainly depends on the number of hidden layers and the number of …",https://arxiv.org/pdf/2007.15745
Hyperparameter optimization,"… The flexibility of deep learning can also enable Bayesian optimization on more complex tasks. For example, a variational auto-encoder can be used to embed complex inputs (such as …",https://library.oapen.org/bitstream/handle/20.500.12657/23012/1/1007149.pdf#page=15
Hyperparameter optimization in learning systems,… The recent interest in hyperparameter optimization is related to the importance and … the deep learning architectures. The existing deep learning hyperparameter optimization algorithms …,https://www.academia.edu/download/80147977/s41965-019-00023-0.pdf
Attack classification of an intrusion detection system using deep learning and hyperparameter optimization,… Models were developed using hyperparameter optimization procedures. This research … to deep learning structure models through an automatic hyperparameter optimization process …,http://eprints.binadarma.ac.id/13318/1/2021-JISA.pdf
Dynamical hyperparameter optimization via deep reinforcement learning in tracking,"… vision problems, such as deep learning-based visual object … Most hyperparameter optimization algorithms tend to search … a novel dynamical hyperparameter optimization method that …",https://drive.google.com/file/d/1LFqag_UfQVQROymFg0dFf4tV7qA4kFpv/view
"Hyperparameter optimization: Foundations, algorithms, best practices, and open challenges","… After a general introduction of hyperparameter optimization, we review important HPO methods such as grid or random search, evolutionary algorithms, Bayesian optimization, …",https://wires.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/widm.1484
Identification of clathrin proteins by incorporating hyperparameter optimization in deep learning and PSSM profiles,"… We present a deep learning model using a two-dimensional convolutional neural network (… Based on the 10-fold cross-validation results, hyper-parameter optimization process was …",https://dr.ntu.edu.sg/bitstream/10356/143870/2/Identification%20of%20clathrin%20proteins%20by%20incorporating%20hyperparameter%20optimization%20in%20deep%20learning%20and%20PSSM%20profiles.pdf
Deep neural network hyperparameter optimization with orthogonal array tuning,"… , the hyper-parameter ranges in Bayesian Optimization are … for hyper-parameter tuning in the context of deep learning. The proposed OATM is evaluated over two popular deep learning …",https://arxiv.org/pdf/1907.13359
Evaluation of hyperparameter optimization in machine and deep learning methods for decoding imagined speech EEG,"… Three traditional machine learning approaches were used as benchmark methods, and … of deep learning approaches in comparison with standard machine learning methods. …",https://www.mdpi.com/1424-8220/20/16/4629/pdf
Basic enhancement strategies when using Bayesian optimization for hyperparameter tuning of deep neural networks,"… it is used for DNN hyperparameter optimization. Specifically, … algorithm for DNN hyperparameter optimization - DEEP-BO (… the hyperparameter setting, and deep learning researchers …",https://ieeexplore.ieee.org/iel7/6287639/8948470/09037259.pdf
Understanding the effect of hyperparameter optimization on machine learning models for structure design problems,… on the effect of hyperparameters on the accuracy … hyperparameter optimization framework to deepen our understanding of the effect. Based on the sequential model-based optimization …,https://arxiv.org/pdf/2007.04431
Machine learning model optimization with hyper parameter tuning approach,"… A few of the most effective techniques for tuning hyper-parameters in the Deep learning methods are: Grid search, Random forest, Bayesian optimization, etc. Every method has some …",https://www.academia.edu/download/98220794/2-Machine-Learning-Model-Optimization.pdf
A review of deep transfer learning and recent advancements,"… learning and deep learning, please refer to [1], since this paper is focused on deep transfer learning, and … should have a thorough understanding of machine learning and deep learning. …",https://www.mdpi.com/2227-7080/11/2/40/pdf
Deep learning and transfer learning approaches for image classification,"… We have included transfer learning by using the CNN’s pre-trained architectures. … deep learning architectures. We explained about the pre-trained models, by applying transfer learning. …",https://www.researchgate.net/profile/Hemantha-Kumar-Kalluri/publication/333666150_Deep_Learning_and_Transfer_Learning_Approaches_for_Image_Classification/links/5cfbeeb9a6fdccd1308d6aae/Deep-Learning-and-Transfer-Learning-Approaches-for-Image-Classification.pdf
